,ListingId,借款金额,借款期限,借款利率,借款成功日期,初始评级,借款类型,是否首标,年龄,性别,手机认证,户口认证,视频认证,学历认证,征信认证,淘宝认证,历史成功借款次数,历史成功借款金额,总待还本金,历史正常还款期数,历史逾期还款期数,我的投资金额,当前到期期数,当前还款期数,已还本金,已还利息,待还本金,待还利息,标当前逾期天数,标当前状态,上次还款日期,上次还款本金,上次还款利息,下次计划还款日期,下次计划还款本金,下次计划还款利息,recorddate
28270,23124191,6562,11,20.0,2016/10/26,C,其他,否,36,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,5.0,12650.0,6437.88,21,0,58,4,4,19.88,3.37,38.12,2.58,0,正常还款中,2017/2/26,5.1,0.71,2017/3/26,5.18,0.64,2017/2/28
164541,2460871,3000,6,11.0,2015/5/16,AA,普通,是,26,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,6,6,500.0,16.12,0.0,0.0,0,已还清,2015/11/15,85.26,0.76,,,,2016/9/30
18763,2755393,4000,12,22.0,2015/6/15,D,普通,是,29,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,12,12,12,12.0,1.44,0.0,0.0,0,已还清,2016/6/16,1.16,0.0,,,,2017/2/28
35046,16432757,2100,12,18.0,2016/8/5,B,APP闪电,否,23,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,5700.0,4196.11,13,0,50,6,6,23.88,3.62,26.12,1.38,0,正常还款中,2017/2/5,4.13,0.46,2017/3/5,4.19,0.39,2017/2/28
185220,18053620,5640,12,16.0,2016/8/20,A,APP闪电,否,45,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,4500.0,3059.31,4,0,50,1,1,3.86,0.67,46.14,3.76,0,正常还款中,2016/9/5,3.86,0.67,2016/10/20,3.93,0.61,2016/9/30
212181,18686658,6000,12,20.0,2016/8/28,A,APP闪电,否,32,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,4487.0,2494.81,8,0,55,2,2,8.42,1.76,46.58,4.37,0,正常还款中,2016/10/27,4.25,0.84,2016/11/28,4.32,0.78,2016/10/31
50828,7288641,18000,12,20.0,2016/1/7,C,普通,否,28,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,22207.0,11796.16,13,0,50,12,1,50.0,0.44,0.0,0.0,0,已还清,2016/1/23,50.0,0.44,,,,2017/2/28
251890,3869490,8000,12,20.0,2015/8/27,C,普通,否,29,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,5.0,19237.0,5360.25,17,0,50,12,12,50.0,5.56,0.0,0.0,0,已还清,2016/7/29,4.61,0.02,,,,2016/11/30
166145,14556074,4200,9,22.0,2016/6/27,D,普通,是,25,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,51,3,3,16.08,2.51,34.92,2.27,0,正常还款中,2016/9/26,5.46,0.74,2016/10/27,5.56,0.64,2016/9/30
182026,19565024,4624,12,20.0,2016/9/14,C,APP闪电,否,34,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,3005.0,1831.96,5,0,51,1,1,3.87,0.85,47.13,4.84,0,正常还款中,2016/10/14,3.87,0.85,2016/11/14,3.94,0.78,2016/10/31
52002,12675659,3699,6,16.0,2016/5/25,A,APP闪电,否,30,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,5.0,5040.0,3757.06,15,0,50,6,6,50.0,2.35,0.0,0.0,0,已还清,2016/11/24,8.62,0.1,,,,2016/12/31
38754,21286221,7500,9,20.0,2016/10/3,C,普通,是,34,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,51,4,4,21.73,2.86,29.27,1.48,0,正常还款中,2017/1/31,5.57,0.58,2017/3/3,5.66,0.49,2017/2/28
55715,25202231,3340,12,20.0,2016/11/18,C,其他,否,23,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,6000.0,2659.79,7,0,58,1,1,4.4,0.97,53.6,5.5,0,正常还款中,2016/12/17,4.4,0.97,2017/1/18,4.48,0.89,2016/12/31
30824,3884271,7000,12,11.5,2015/8/28,AA,普通,是,25,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,12,300.0,18.96,0.0,0.0,0,已还清,2016/8/27,26.4,0.18,,,,2016/12/31
14166,21481797,3000,12,22.0,2016/10/6,C,其他,否,29,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3500.0,2725.76,3,0,50,2,2,7.59,1.76,42.41,4.39,0,正常还款中,2016/12/2,3.83,0.85,2017/1/6,3.9,0.78,2016/12/31
278296,21926459,7674,12,18.0,2016/10/12,A,普通,否,28,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,6.0,29031.0,11326.36,33,0,60,1,1,4.6,0.9,55.4,5.1,0,正常还款中,2016/11/10,4.6,0.9,2016/12/12,4.67,0.83,2016/11/30
261107,16850746,2077,12,20.0,2016/8/6,B,其他,否,24,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,5.0,14991.0,5922.6,21,1,55,3,3,12.74,2.54,42.26,3.59,0,正常还款中,2016/11/6,4.32,0.78,2016/12/6,4.39,0.7,2016/11/30
166979,9018446,32000,24,18.0,2016/2/27,B,普通,否,37,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,8.0,43746.0,15062.3,39,0,50,10,10,18.63,6.27,31.37,3.59,0,正常还款中,2016/12/19,1.99,0.5,2017/1/27,2.02,0.47,2016/12/31
186594,3859091,3500,12,11.5,2015/8/28,AA,普通,是,36,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,7,300.0,14.16,0.0,0.0,0,已还清,2016/3/7,154.33,0.35,,,,2016/10/31
135850,20244485,6000,6,16.0,2016/9/18,A,APP闪电,否,24,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,2010.0,0.0,12,0,50,5,5,41.38,2.25,8.62,0.1,0,正常还款中,2017/2/18,8.49,0.24,2017/3/18,8.62,0.1,2017/2/28
154632,8650072,3879,12,20.0,2016/2/18,C,其他,否,37,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,6000.0,4620.32,3,0,50,8,4,50.0,2.38,0.0,0.0,0,已还清,2016/5/22,38.43,0.06,,,,2016/10/31
55473,13527672,7200,12,16.0,2016/6/7,A,APP闪电,是,31,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,6,6,24.0,3.21,26.0,1.22,0,正常还款中,2016/12/7,4.13,0.4,2017/1/7,4.19,0.35,2016/12/31
140274,2152761,3030,6,12.0,2015/4/10,AA,普通,否,26,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3000.0,1522.39,2,1,300,6,6,300.0,10.56,0.0,0.0,0,已还清,2015/10/8,51.27,0.49,,,,2017/2/28
95276,2391736,4203,3,10.0,2015/5/7,AA,普通,否,34,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,12307.0,1719.3,6,0,500,3,3,500.0,8.35,0.0,0.0,0,已还清,2015/7/19,168.06,1.39,,,,2017/2/28
219104,17399507,2290,12,20.0,2016/8/12,E,其他,否,27,男,未成功认证,成功认证,成功认证,成功认证,未成功认证,未成功认证,3.0,10390.0,6709.08,9,2,51,2,2,7.81,1.63,43.19,4.06,0,正常还款中,2016/10/11,3.94,0.78,2016/11/12,4.0,0.73,2016/10/31
144760,8946261,3100,15,11.0,2016/2/24,AA,其他,是,44,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,7,7,134.86,15.57,165.14,6.78,0,正常还款中,2016/9/24,19.8,1.69,2016/10/24,19.98,1.51,2016/9/30
219561,2611031,3500,12,20.0,2015/6/13,D,普通,是,29,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,12,12,5,12.0,0.78,0.0,0.0,0,已还清,2015/11/1,8.28,0.06,,,,2016/11/30
151364,15817893,2000,6,18.0,2016/7/17,B,其他,否,33,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,10803.0,5766.33,16,0,50,2,2,16.17,1.38,33.83,1.27,0,正常还款中,2016/9/17,8.15,0.63,2016/10/17,8.27,0.5,2016/9/30
151876,12294780,3992,6,18.0,2016/5/15,B,APP闪电,否,33,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,3738.0,2107.7,8,0,50,4,4,32.81,2.27,17.19,0.35,0,正常还款中,2016/9/15,8.39,0.38,2016/10/15,8.51,0.26,2016/9/30
55340,20724320,3071,6,20.0,2016/9/25,C,其他,否,29,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,5.0,20582.0,7928.06,20,8,55,3,3,55.0,1.69,0.0,0.0,0,已还清,2016/11/26,37.27,0.01,,,,2016/12/31
134470,8112190,3855,12,20.0,2016/1/27,C,普通,否,36,男,成功认证,成功认证,成功认证,未成功认证,未成功认证,未成功认证,7.0,35246.0,15053.71,33,0,50,11,10,50.0,5.16,0.0,0.0,0,已还清,2016/9/22,13.49,0.0,,,,2016/12/31
218663,12592877,3000,12,18.0,2016/5/22,B,APP闪电,否,39,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,5000.0,5000.0,0,0,50,5,5,19.75,3.16,30.25,1.84,0,正常还款中,2016/10/21,4.07,0.51,2016/11/22,4.13,0.46,2016/10/31
98846,7383968,5933,12,20.0,2016/1/8,C,普通,否,36,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,17505.0,1296.28,22,0,50,11,10,50.0,5.11,0.0,0.0,0,已还清,2016/5/25,13.49,0.0,,,,2016/12/31
78852,13433382,4428,12,16.0,2016/6/9,A,普通,否,26,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,19316.0,11351.39,13,0,50,8,7,50.0,3.21,0.0,0.0,0,已还清,2016/12/9,26.0,0.0,,,,2017/2/28
11413,8867638,7801,12,20.0,2016/2/22,C,普通,否,28,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,19765.0,2698.98,35,0,50,12,11,50.0,5.39,0.0,0.0,0,已还清,2016/12/24,9.09,0.0,,,,2017/2/28
258568,20116081,9240,12,18.0,2016/9/18,B,APP闪电,否,26,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,5040.0,1159.95,9,0,50,2,2,7.72,1.44,42.28,3.56,0,正常还款中,2016/11/16,3.89,0.69,2016/12/18,3.95,0.64,2016/11/30
63730,8951082,3450,12,20.0,2016/2/25,C,其他,否,35,男,未成功认证,未成功认证,未成功认证,成功认证,成功认证,未成功认证,6.0,14731.0,6543.22,23,0,50,12,10,50.0,5.21,0.0,0.0,0,已还清,2016/12/8,13.49,0.05,,,,2017/2/28
227447,2532515,4000,12,12.0,2015/5/23,AA,普通,是,40,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,12,300.0,19.8,0.0,0.0,0,已还清,2016/5/20,26.43,0.22,,,,2016/11/30
15686,24406212,9700,9,18.0,2016/11/10,B,普通,是,42,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,55,3,3,17.52,2.21,37.48,1.99,0,正常还款中,2017/2/7,5.93,0.65,2017/3/10,6.01,0.57,2017/2/28
85209,2242806,3000,6,12.0,2015/4/23,AA,普通,是,24,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,52,6,6,52.0,1.82,0.0,0.0,0,已还清,2015/9/24,8.91,0.06,,,,2017/2/28
67248,25956981,3279,12,18.0,2016/11/26,B,普通,否,25,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,24000.0,13505.93,12,0,58,3,4,18.19,3.07,39.81,2.73,0,正常还款中,2017/2/2,4.65,0.66,2017/4/26,4.72,0.6,2017/2/28
62390,7828428,4000,6,10.0,2016/1/21,AA,普通,是,35,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,6,6,300.0,8.76,0.0,0.0,0,已还清,2016/7/19,51.07,0.39,,,,2016/12/31
242956,14155305,2062,12,18.0,2016/6/18,B,其他,否,24,女,未成功认证,未成功认证,成功认证,成功认证,未成功认证,未成功认证,2.0,11700.0,7437.02,8,0,50,5,5,19.75,3.16,30.25,1.84,0,正常还款中,2016/11/16,4.07,0.51,2016/12/18,4.13,0.46,2016/11/30
76367,3620380,7000,12,11.5,2015/8/15,AA,普通,是,23,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,12,300.0,18.96,0.0,0.0,0,已还清,2016/8/14,26.4,0.18,,,,2016/12/31
161292,3539512,25000,12,20.0,2015/8/7,C,其他,否,26,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,6.0,37494.0,1001.95,24,0,50,12,12,50.0,5.56,0.0,0.0,0,已还清,2016/8/6,4.61,0.02,,,,2016/10/31
232736,2555690,5000,12,20.0,2015/6/10,D,普通,是,27,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,15,12,5,15.0,0.84,0.0,0.0,0,已还清,2015/9/24,10.36,0.0,,,,2016/11/30
22524,7400992,18000,12,20.0,2016/1/8,D,普通,否,29,女,未成功认证,成功认证,成功认证,未成功认证,未成功认证,未成功认证,13.0,47731.0,18699.85,58,0,50,11,12,50.0,5.56,0.0,0.0,0,已还清,2016/11/28,4.61,0.02,,,,2016/12/31
114962,7776246,5500,12,23.0,2016/1/19,C,普通,否,23,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,1515.0,1515.0,0,0,50,8,9,36.36,5.94,13.64,0.46,0,正常还款中,2016/8/31,4.35,0.35,2016/11/19,4.44,0.26,2016/9/30
182588,8158837,4000,12,11.0,2016/1/27,AA,其他,是,26,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,12,12,500.0,30.28,0.0,0.0,0,已还清,2017/1/27,43.84,0.35,,,,2017/2/28
255867,3888041,4063,7,10.5,2015/8/28,AA,普通,否,36,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,18715.0,7937.23,11,0,300,7,7,300.0,10.59,0.0,0.0,0,已还清,2016/3/15,44.01,0.36,,,,2016/11/30
231597,10750594,120,6,18.0,2016/4/9,B,APP闪电,否,33,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,3277.0,2879.26,3,0,46,6,6,46.0,2.42,0.0,0.0,0,已还清,2016/7/5,7.98,0.09,,,,2016/11/30
270220,8245145,6000,12,20.0,2016/1/30,C,普通,否,28,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,10453.0,0.0,17,0,50,10,5,50.0,3.19,0.0,0.0,0,已还清,2016/6/12,34.44,0.23,,,,2016/11/30
209707,8231290,9000,12,20.0,2016/2/1,C,普通,是,37,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,8,9,36.51,5.16,13.49,0.4,0,正常还款中,2016/9/17,4.33,0.3,2016/12/1,3.2,0.23,2016/10/31
203500,11911437,3031,6,18.0,2016/5/8,B,APP闪电,否,24,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,5100.0,4368.13,5,0,50,5,5,41.32,2.53,8.68,0.09,0,正常还款中,2016/10/7,8.51,0.26,2016/11/8,8.68,0.09,2016/10/31
78170,7245498,10000,6,18.0,2016/1/5,B,APP闪电,是,25,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,6,6,50.0,2.62,0.0,0.0,0,已还清,2016/7/2,8.68,0.09,,,,2016/12/31
184015,15711784,10843,11,18.0,2016/7/16,B,普通,否,32,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,6.0,58702.0,9157.07,17,0,50,3,3,12.83,2.06,37.17,2.55,0,正常还款中,2016/10/13,4.34,0.63,2016/11/15,4.41,0.55,2016/10/31
93384,8092834,2000,6,20.0,2016/1/26,C,APP闪电,是,31,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,6,6,50.0,2.92,0.0,0.0,0,已还清,2016/7/3,8.71,0.11,,,,2016/12/31
111332,11055233,4139,12,22.0,2016/4/17,C,普通,否,36,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,8969.0,3360.95,8,0,50,7,7,50.0,4.49,0.0,0.0,0,已还清,2016/10/24,26.38,0.09,,,,2016/11/30
252242,10746179,4972,12,22.0,2016/4/17,E,其他,否,24,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,2000.0,1027.36,6,0,50,7,7,27.81,4.88,22.19,1.16,0,正常还款中,2016/11/17,4.19,0.48,2016/12/17,4.27,0.4,2016/11/30
291892,1954932,3000,10,12.0,2015/3/13,AA,普通,是,25,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,10,10,500.0,27.9,0.0,0.0,0,已还清,2016/1/13,52.31,0.48,,,,2017/2/28
134603,28776103,3227,12,22.0,2016/12/25,C,其他,否,30,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,12849.0,4272.9,19,2,50,0,0,0.0,0.0,50.0,6.15,0,正常还款中,,,,2017/1/25,3.76,0.91,2016/12/31
6822,17716385,7200,9,22.0,2016/8/16,D,普通,是,31,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,51,6,6,33.06,4.13,17.94,0.65,0,正常还款中,2017/2/4,5.76,0.44,2017/3/16,5.87,0.33,2017/2/28
176710,10648088,1430,6,18.0,2016/4/7,B,APP闪电,否,38,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,4580.0,2666.38,7,0,50,5,5,41.32,2.53,8.68,0.09,0,正常还款中,2016/8/18,8.51,0.26,2016/10/7,8.68,0.09,2016/9/30
129076,16802803,3525,12,18.0,2016/8/1,B,其他,否,26,男,成功认证,未成功认证,未成功认证,成功认证,成功认证,未成功认证,4.0,14205.0,5074.16,26,0,50,3,4,15.68,2.65,34.32,2.35,0,正常还款中,2016/10/22,4.01,0.57,2017/1/1,4.07,0.51,2016/11/30
51876,20360032,3900,12,16.0,2016/9/20,A,APP闪电,否,30,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,9.0,18364.0,13199.06,48,0,50,3,3,11.76,1.84,38.24,2.59,0,正常还款中,2016/12/18,3.97,0.56,2017/1/20,4.03,0.51,2016/12/31
83625,13920275,4688,18,13.0,2016/6/13,AA,其他,是,18,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,8,8,210.3,35.48,289.7,17.53,0,正常还款中,2017/2/18,27.29,3.43,2017/3/13,27.58,3.14,2017/2/28
216986,3693389,1500,12,11.5,2015/8/19,AA,普通,是,22,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,12,300.0,18.96,0.0,0.0,0,已还清,2016/8/18,26.38,0.2,,,,2016/11/30
57399,18960962,2442,12,22.0,2016/9/1,C,其他,否,30,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,6000.0,3657.86,4,1,55,1,1,4.13,1.01,50.87,5.76,0,正常还款中,2016/10/18,4.13,1.01,2016/11/1,4.22,0.93,2016/10/31
108420,14145870,1375,6,18.0,2016/6/20,B,APP闪电,否,22,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,2625.0,2424.88,4,0,50,3,3,24.44,1.88,25.56,0.77,0,正常还款中,2016/9/17,8.27,0.5,2016/10/20,8.39,0.39,2016/9/30
117878,26337521,5200,12,20.0,2016/12/1,C,其他,否,21,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,5500.0,4235.3,3,0,58,0,1,4.4,0.97,53.6,5.5,0,正常还款中,2016/12/26,4.4,0.97,2017/1/30,4.48,0.89,2016/12/31
184381,8975819,7000,12,20.0,2016/2/26,C,普通,是,24,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,8,8,32.18,4.86,17.82,0.7,0,正常还款中,2016/10/22,4.26,0.37,2016/11/26,4.33,0.3,2016/10/31
5263,12752307,5800,6,18.0,2016/5/31,B,APP闪电,否,34,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,1750.0,0.0,12,0,50,6,6,50.0,2.65,0.0,0.0,0,已还清,2016/6/13,8.65,0.12,,,,2017/2/28
291664,20390253,8000,12,22.0,2016/9/21,D,普通,是,37,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,51,5,5,19.9,3.96,31.1,2.31,0,正常还款中,2017/2/17,4.12,0.65,2017/3/21,4.21,0.56,2017/2/28
62959,22552063,11000,6,20.0,2016/10/19,C,普通,否,29,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,9000.0,0.0,18,0,58,4,4,38.02,2.93,19.98,0.49,0,正常还款中,2017/2/19,9.74,0.5,2017/3/19,9.9,0.34,2017/2/28
217141,4123839,5500,12,22.0,2015/9/11,D,普通,是,40,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,20,12,5,7.78,1.57,12.22,0.9,265,逾期中,2016/2/11,1.61,0.26,2016/3/11,1.64,0.23,2016/11/30
222462,9092565,2000,12,20.0,2016/2/29,C,APP闪电,否,30,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,1000.0,841.53,2,0,50,12,11,45.39,5.54,4.61,0.02,1,逾期中,2017/2/6,4.48,0.15,2017/2/28,4.61,0.02,2017/2/28
261211,11362755,7500,6,20.0,2016/4/24,C,其他,否,29,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,7500.0,0.0,2,0,52,6,3,52.0,1.57,0.0,0.0,0,已还清,2016/6/23,35.24,0.0,,,,2016/11/30
228691,18603333,3009,12,22.0,2016/8/27,C,其他,否,29,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,6414.0,3990.61,9,0,55,3,3,12.64,2.8,42.36,3.97,0,正常还款中,2016/11/27,4.29,0.86,2016/12/27,4.37,0.78,2016/11/30
73977,24439693,13000,12,20.0,2016/11/10,C,普通,否,25,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,9356.0,4379.38,10,0,58,3,3,13.43,2.68,44.57,3.79,0,正常还款中,2017/2/10,4.55,0.82,2017/3/10,4.63,0.75,2017/2/28
99344,11806317,2000,12,16.0,2016/5/5,A,APP闪电,否,24,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,2309.0,206.6,19,0,50,7,12,50.0,4.36,0.0,0.0,0,已还清,2016/10/4,4.51,0.02,,,,2016/12/31
159979,1993744,4645,10,12.0,2015/3/22,AA,普通,否,28,男,成功认证,成功认证,成功认证,成功认证,未成功认证,未成功认证,1.0,3000.0,0.0,6,0,500,10,9,500.0,26.34,0.0,0.0,0,已还清,2015/5/18,104.06,0.0,,,,2016/9/30
